,Date,Year,Type,Country,Area,Location,Activity,Sex ,Age,Injury,Fatal (Y/N),Time,Species 
1729,24-Oct-2003,2003.0,Invalid,USA,Hawaii,Honolua Bay,Snorkeling,M,56,Left forearm lacerated,Unknown,12h20,Shark involvement not confirmed
1730,14-Oct-2003,2003.0,Unprovoked,USA,Florida,Near Patrick Air Force Base Brevard County,Surfing,M,19,Foot bitten,N,--,1.2 m [4'] shark
1731,06-Oct-2003,2003.0,Invalid,USA,Florida,Palm Beach?,Swimming to shore from boat or kayak,M,,"Fatal, drowning or scavenging.  Two hours later his body, with bite marks,  washed ashore.",Y,--,Shark involvement prior to death was not confirmed
1732,05-Oct-2003,2003.0,Unprovoked,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",Surfing,F,,Minor puncture wounds in hand,N,15h00,
1733,05-Oct-2003,2003.0,Unprovoked,USA,Florida,"Stuart Park Beach, Martin County",Surfing,M,18,5 to 6 lacerations on right foot & ankle,N,14h30,
1734,05-Oct-2003,2003.0,Provoked,USA,Florida,"South Jetty, New Smyrna Beach, Volusia County",Surfing,M,30,Left ankle bitten when he stepped on the shark PROVOKED INCIDENT,N,14h00,
1735,05-Oct-2003,2003.0,Unprovoked,USA,Florida,"Crawford Road beach approach at New Smyrna Beach, Volusia County",Sitting on surfboard,M,50,Left foot bitten,N,12h02,
1736,05-Oct-2003,2003.0,Unprovoked,USA,Hawaii,"Cove Beach / Kalama Beach, Kihei, Maui",Wading near a fishing net,F,41,"Left thigh abraded, right knee and right index finger injured",N,12h55,"1.2 m [4'] ""grey-colored shark"""
1738,28-Sep-2003,2003.0,Unprovoked,USA,Florida,"North Hutchinson Island, St. Lucie Couny",Surfing,M,16,Arm lacerated,N,07h45,
1739,21-Sep-2003,2003.0,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,21,Left foot bitten,N,11h45,
1740,19-Sep-2003,2003.0,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,19,Left heel lacerated,N,16h30,
1741,17-Sep-2003,2003.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,17,3 puncture wounds on left foot,N,14h00,
1742,14-Sep-2003,2003.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,30,Left foot: lacerations on heel and sole,N,16h14,3' shark
1744,14-Sep-2003,2003.0,Invalid,USA,Florida,"Bathtub Reef Beach, Martin County",Swimming,F,8 or 10,Puncture wounds on inner thigh,Unknown,13h30,Shark involvement doubtful
1745,13-Sep-2003,2003.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County ",Body boarding,M,18,Left calf avulsion,N,17h11,6' shark
1746,13-Sep-2003,2003.0,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County","Standing, stepped on shark",M,15,Ankle lacerated,N,Afternoon,7' shark
1748,Sep-2003,2003.0,Unprovoked,USA,Florida,"Boca Grande, Lee County",Wade-fishing,M,,2 lacerations on each side of Achilles tendon,N,,
1749,29-Aug-2003,2003.0,Provoked,USA,Texas,1.5 miles off Surfside ,Fishing,M,,PROVOKED INCIDENT Hooked shark pulled onboard bit his arm  ,N,12h20,1.2 m [4'] bull shark
1750,19-Aug-2003,2003.0,Unprovoked,USA,California,"Avila Beach, San Luis Obispo County","Swimming, wearing black wetsuit & swim fins",F,50,"FATAL          Hip & upper thigh bitten, femoral artery severed ",Y,08h15,4.5 m to 5.5 m [15' to 18'] white shark
1751,12-Aug-2003,2003.0,Invalid,USA,California,"Venice Beach, Los Angeles County",Swimming,M,31,Left ankle lacerated,Unknown,00h30,Shark involvement not confirmed
1754,20-Jul-2003,2003.0,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,18,Laceration to little finger of  right hand,N,15h45,
1755,15-Jul-2003,2003.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Wading,F,15,Heel & sole of left foot,N,14h37,
1757,05-Jul-2003,2003.0,Provoked,USA,Florida,"Near New Smyrna Jetty, Volusia County","Walking, carrying surfboard & stepped on shark",M,10,3 puncture wounds on right lateral ankle PROVOKED INCIDENT,N,10h07,2' shark
1758,05-Jul-2003,2003.0,Unprovoked,USA,Florida,"Canova Beach, Brevard County",Surfing,M,21,Left foot bitten,N,,1.5 m to 1.8 m [5' to 6'] shark
1760,Jul-2003,2003.0,Unprovoked,USA,Florida,"Fort Lauderdale, Broward County",Spearfishing,M,,Laceration to toe,N,,8' great hammerhead shark
1763,30-Jun-2003,2003.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,17,Right foot & toes lacerated,N,13h53,Unidentified species
1764,26-Jun-2003,2003.0,Unprovoked,USA,Florida,St Augustine Beach. St. Johns County,Surfing,M,15,Ankle lacerated,N,Morning,106 cm [3.5']  shark
1766,24-Jun-2003,2003.0,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",Standing,F,12,2 lacerations to the thigh,N,Afternoon,small brown shark
1767,24-Jun-2003,2003.0,Unprovoked,USA,Hawaii,"Makua Beach, Oahu",Swimming with pod of dolphins,M,60,Right foot bitten,N,08h00,3.7 m to 4.3 m [12' to 14'] shark
1768,22-Jun-2003,2003.0,Unprovoked,USA,Johnston Atoll,,Swimming,M,51,Left leg bitten,N,Afternoon,Unidentified species
1769,19-Jun-2003,2003.0,Unprovoked,USA,North Carolina,"Masonboro Island, New Hanover County",Surfing ,M,33,Hand bitten ,N,Late afternoon,"""sand shark"""
1770,08-Jun-2003,2003.0,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,,15,6 puncture wounds to left ankle,N,11h55,
1771,Jun-2003,2003.0,Invalid,USA,South Carolina,"Pawleys Island, Georgetown County",Swimming,F,22,Foot lacerated,Unknown,,Shark involvement not confirmed
1772,25-May-2003,2003.0,Unprovoked,USA,Florida,"Coral Cove Park, Jupiter Inlet, Palm Beach County",Surfing,M,18,Left foot lacerated,N,10h00,
1773,14-May-2003,2003.0,Unprovoked,USA,Florida,"Ponce de Leon Inlet, Volusia County ",Wading,M,22,Left foot bitten,N,13h23,3' to 5' shark
1774,10-May-2003,2003.0,Unprovoked,USA,Hawaii,Between Magic Sands Beach and Kahaluu Beach on the Kona coast,Swimming,M,20,Right calf & heel bitten,N,11h45,1.8 m [6'] reef shark - or a 2.1 m to 2.4 m [7' to 8'] grey-colored shark
1775,07-May-2003,2003.0,Provoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,34,Multiple bites to foot after jumping off surfboard onto shark PROVOKED INCIDENT,N,11h40,4' to 5' shark
1776,03-May-2003,2003.0,Unprovoked,USA,Florida,"Daytona Beach Shores, Volusia County",Walking,F,9,Laceration to right lower leg,N,12h20,
1782,21-Apr-2003,2003.0,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County ",Surfing,M,36,Right leg bitten,N,14h30,Unidentified species
1783,21-Apr-2003,2003.0,Unprovoked,USA,Florida,"Shepard Park, Cocoa Beach, Brevard County ",Surfing,M,17,Survived,N,13h30,Unidentified species
1784,20-Apr-2003,2003.0,Unprovoked,USA,Florida,"Playalinda Beach, Brevard County",Surfing,M,30,Left foot bitten,N,Afternoon,Unidentified species
1785,20-Apr-2003,2003.0,Unprovoked,USA,Florida,"Sunglow Pier, Daytona Beach Shores, Volusia County",Surfing,M,23,Small lacerations to foot,N,09h00,0.9 m to 1.2 m [3' to 4'] shark
1786,20-Apr-2003,2003.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,18,Left ankle bitten or right foot,N,14h20,Unidentified species
1787,19-Apr-2003,2003.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County  ",Jumping,M,11,Left foot bitten,N,13h20,A small shark
1788,18-Apr-2003,2003.0,Unprovoked,USA,Florida,"North Beach, Patrick AFB, Brevard County",Surfing,M,12,2 lacerations on left thigh,N,08h50,Unidentified species
1789,15-Apr-2003,2003.0,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",Swimming (using a float),M,20,Left calf lacerated,N,13h00,"15 cm to 20 cm [6"" to 8""] bite diameter just below left knee"
1791,09-Apr-2003,2003.0,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Surfing,M,,Arm lacerated,N,Dusk,
1792,04-Apr-2003,2003.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,50,Left hand and wrist bitten,N,08h00,4' to 5' shark
1793,10-Mar-2003,2003.0,Provoked,USA,Florida,"Petting Tank, Florida Aquarium, Tampa, Hillsborough County",Petting captive sharks,F,,Hand nipped PROVOKED INCIDENT,N,,60 cm [2'] captive shark
1796,15-Feb-2003,2003.0,Unprovoked,USA,Florida,"Jupiter, Palm Beach County",Swimming,M,54,Left hand bitten,N,12h10,Species unidentified
1809,28-Nov-2002,2002.0,Unprovoked,USA,California,"Salmon Creek, Sonoma County",Body boarding,M,48,Both legs severely lacerated,N,09h45,3 m to 4.5 m [10' to 15'] white shark
1810,17-Nov-2002,2002.0,Unprovoked,USA,Hawaii,Ka'anapali,Swimming,F,34,Right shoulder forarm & wrist bitten,N,10h45,2.4 m to 3 m [8' to 10'] grey colored shark
1812,11-Nov-2002,2002.0,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,21,1.5-inch laceration,N,13h40,6' shark
1813,02-Nov-2002,2002.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Boogie boarding,M,16,Puncture wounds on right foot,N,13h25,3' to 4' shark
1815,30-Oct-2002,2002.0,Unprovoked,USA,Hawaii,"Kama'ole Beach Park I, Kihei, Maui",Swimming,F,60,Left foot bitten ,N,11h56,A small shark
1817,11-Oct-2002,2002.0,Unprovoked,USA,Florida,"Opposite main gate at Patrick Air Force Base, Cape Canaveral, Brevard County",Surfing,M,21,Left foot bitten,N,Sunset,
1818,05-Oct-2002,2002.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,14,Abrasions on right hand & deep laceration on middle finger,N,12h00,Blacktip or spinner shark
1819,05-Oct-2002,2002.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,35,Heel & back of right knee lacerated,N,13h30,3.5' to 4.5' shark
1820,03-Oct-2002,2002.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,18,Left hand lacerated and abraded,N,14h35,3.5' to 4' shark
1821,30-Sep-2002,2002.0,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Surfing,M,47,Right hand severely lacerated,N,16h20,4' to 5' shark
1822,29-Sep-2002,2002.0,Unprovoked,USA,Florida,"Sebastian Inlet, Brevard County",Surfing,M,32,Left hand bitten,N,07h30,
1823,27-Sep-2002,2002.0,Unprovoked,USA,Hawaii,"Kahala, O'ahu",Fishing from Surfboard,M,55,"No injury, surfboard bitten ",N,15h35,1.2 m [4'] blacktip shark
1824,27-Sep-2002,2002.0,Provoked,USA,Florida,"Key Largo, Monroe County",Fishing,M,  ,Left thumb lacerated PROVOKED INCIDENT,N,Afternoon,1.8 m [6'] blacktip shark
1826,21-Sep-2002,2002.0,Unprovoked,USA,Oregon,Cape Kiwanda,Boogie boarding or Surfing,M,24, Ankle lacerated,N, ,2.4 m [8'] shark
1827,21-Sep-2002,2002.0,Unprovoked,USA,California,"Moonstone Beach, Humboldt County",Surfing,M,35,No injury,N,Early Morning,3 m to 3.7 m [10' to 12'] shark
1829,16-Sep-2002,2002.0,Unprovoked,USA,Hawaii,"Hideaways Beach, Princeville, Kaua'i",Body boarding,,,"No injury, shark fin seen just before board ripped away & dragged out to sea",N,07h50,
1831,09-Sep-2002,2002.0,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Boogie boarding,M,20,Bitten above & below right knee,N,15h55,4' to 6' shark
1832,05-Sep-2002,2002.0,Provoked,USA,Florida,"Daytona Beach Shores, Volusia County","Wading, when he stepped on the shark",M,36,2 small puncture wounds on left foot PROVOKED INCIDENT,N,17h45,1' to 2' hammerhead or bonnethed shark
1833,28-Aug-2002,2002.0,Unprovoked,USA,Hawaii,"Kewalo Basin Channel, O'ahu",Surfing,M,16,Left foot lacerated ,N,15h45,"Tiger shark, 2.4 m to 3 m [8' to 10'] "
1834,17-Aug-2002,2002.0,Unprovoked,USA,Alabama,"Gulf of Mexico, 65 miles offshore from Mobile",Swimming,F,29,Both arms & leg bitten,N,17h00,
1835,14-Aug-2002,2002.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,27,Big toe bitten,N,14h45,0.9 m  to 1.2 m [3' to 4'] shark
1836,11-Aug-2002,2002.0,Unprovoked,USA,Florida,"Vero Beach, Indian River County",Surfing,M,15,Lacerations on heel & dorsum of right foot,N,15h30,"Nurse shark, 1.5 m [5'] "
1837,07-Aug-2002,2002.0,Unprovoked,USA,Florida,"Ponce De Leon Inlet, Volusia County",Standing,M,15,Ankle & leg lacerated,N,12h30,
1839,05-Aug-2002,2002.0,Unprovoked,USA,North Carolina,"Topsail Beach, Pender County",Standing,M,14,Leg lacerated,N,11h00,1.2 m to 1.5 m [4' to 5'] shark
1840,26-Jul-2002,2002.0,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",Surfing,M,13,Heel bitten,N,19h00,1.2 m [4'] blacktip or sandbar shark
1841,20-Jul-2002,2002.0,Unprovoked,USA,North Carolina,"Emerald Isle, Carteret County",Swimming,F,15,Calf bitten,N,17h00,"Bull shark, 1.8 m to 2.1 m [6' to 7'] "
1842,10-Jul-2002,2002.0,Provoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,19,2 small lacerations on left lower leg when he jumped off board and landed on the shark PROVOKED INCIDENT,N,18h45,
1843,09-Jul-2002,2002.0,Provoked,USA,Maryland,"100 miles off Ocean City, Maryland, in 7000' of water",Shark Fishing,M,41,Drowned when caught in line and pulled overboard by hooked shark PROVOKED INCIDENT,Y,Shortly after midnight,"Mako shark, 400-lb "
1845,04-Jul-2002,2002.0,Unprovoked,USA,North Carolina,"Wrightsville Beach, New Hanover County",Standing,F,9,"Calf, foot & hand bitten",N,17h15,"1.2 m to 1.5 m [4' to 5'] shark, possibly a bull shark"
1847,20-Jun-2002,2002.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,F,11,Small lacerations on right lower leg,N,14h25,
1851,11-Jun-2002,2002.0,Unprovoked,USA,Hawaii,"Anini Beach, Kaua'i",Sitting on surfboard,,,"No injury, shark bit side of surfboard",N,13h345,"Tiger shark, 2.4 m to 2.7 m [8' to 9']  "
1852,10-Jun-2002,2002.0,Unprovoked,USA,Florida,"St Augustine Beach, St Johns County",Surfing,M,28,Right hand lacerated,N,13h00,0.9 m to 1.2 m [3' to 4'] shark; Tooth fragment recovered from hand
1853,09-Jun-2002,2002.0,Unprovoked,USA,Florida,"South of Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,50,6-inch gash on right foot,N,10h40,  
1854,09-Jun-2002,2002.0,Unprovoked,USA,Florida,"Jensen Beach, Martin County ",Swimming,M,10,Right calf lacerated,N,13h00,
1856,31-May-2002,2002.0,Unprovoked,USA,California,"Stinson Beach, Marin County",Surfing,M,24,Lacerated leg & back,N,14h15,3.7 m to 4.3 m [12' to 14'] white shark
1857,31-May-2002,2002.0,Unprovoked,USA,Florida,"St. George Island (near Apachicola), Franklin County",Floating on a raft,M,16,Lacerated foot,N,16h15,1 m  shark
1858,22-May-2002,2002.0,Provoked,USA,Florida,"a pier at the end of Caxambas Drive, Marco Island ","Fishing, removing the shark from his line",M,55,Leg bitten by hooked shark PROVOKED INCIDENT,N,17h15,3' blacktip shark
1859,22-May-2002,2002.0,Unprovoked,USA,Florida,"Atlantic Avenue, Palm Beach County",Playing in the surf with his 2 dogs,M,35,"2-inch wound on dorsum of right foot, 1-inch wound on sole",N,06h47,
1862,13-May-2002,2002.0,Unprovoked,USA,Florida,"Ten Thousand Islands National Wildlife Refuge, Collier County",Fishing,M,31,Laceration to arm.,N,,2.1 m to 2.4 m [7' to 8'] shark
1867,20-Apr-2002,2002.0,Unprovoked,USA,Florida,"St. Augustine Beach, St. Johns County","Surfing, but standing in water alongside board",M,34,Left foot bitten,N,10h30,1.2 m [4'] shark
1868,18-Apr-2002,2002.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,28,Left foot bitten,N,11h10,
1871,02-Apr-2002,2002.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,M,41,Two half-inch lacerations on right heel and one near small toe,N,15h00,3'  shark
1872,01-Apr-2002,2002.0,Unprovoked,USA,Florida,"Lauderdale-By-The-Sea, Broward County",Swimming / Wading,M,29,Upper left arm bitten,N,11h30,0.9 m [3'] shark
1873,25-Mar-2002,2002.0,Unprovoked,USA,Hawaii,"Brenecke Beach, Po'ipu, Kaua'i",Body-boarding,M,17,Left leg severed below knee,N,12h00,Tiger shark
1874,25-Mar-2002,2002.0,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",Wading,F,11,Foot bitten,N,10h10,  
1876,19-Mar-2002,2002.0,Unprovoked,USA,Florida,"Daytona Beach Shores, Volusia County",Swimming /  boogie boarding,M,20,Punctures on left foot and foot ,N,15h45,4' shark
1877,15-Mar-2002,2002.0,Unprovoked,USA,Florida,"Deerfield Beach (near Boca Raton), Broward County",Snorkeling,M,39,Arm bitten,N,Morning,"Nurse shark, 1m "
1878,15-Mar-2002,2002.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,31,Several  puncture wounds on lower right leg,N,10h55,"Spinner shark, 3' to 4' "
1889,01-Jan-2002,2002.0,Unprovoked,USA,Hawaii,"Olowalu, Maui",Snorkeling,M,35,Lacerations to buttocks & thigh,N,13h00,"Tiger shark, 1.8 m [6'] "
1892,14-Nov-2001,2001.0,Unprovoked,USA,Hawaii,"Kapalua, Maui",Surfing,,,"No injury, portion of board's lower surface removed",N,17h00,
1898,24-Sep-2001,2001.0,Provoked,USA,Florida,"Ponce Inlet, Volusia County","Surfing, fell off surfboard & stepped on the shark.",M,21,PROVOKED INCIDENT Several small lacerations on left foot ,N,16h20,4' shark
1899,18-Sep-2001,2001.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,14,"1"" to 2"" cuts on right ankle & foot",N,15h00,
1900,16-Sep-2001,2001.0,Invalid,USA,Florida,"2 miles off Pompano Beach, Broward County",Wreck / Technical diving,M,42,FATAL or drowning & scavenging,Y,13h20,Questionable incident - shark bite may have precipitated drowning
1901,15-Sep-2001,2001.0,Unprovoked,USA,Florida,A quarter mile north of Fort Pierce Inlet,Boogie boarding,M,6½,"2 lacerations on lower back, punctures on buttock",N,15h00,2' to 3.5' shark
1902,15-Sep-2001,2001.0,Unprovoked,USA,North Carolina,"North Topsail Beach, Onslow County",Surfing,M,16,Foot bitten,N,13h45,
1904,08-Sep-2001,2001.0,Provoked,USA,Florida,"Everglades National Park, Monroe County",Fishing,M,44,Fingers & leg lacerated  by hooked shark PROVOKED INCIDENT,N,,
1905,07-Sep-2001,2001.0,Unprovoked,USA,Florida,"Key Biscayne, Dade County",Walking in shallows,M,13,Minor injury to left leg,N,18h40,
1906,07-Sep-2001,2001.0,Invalid,USA,South Carolina,"Waites Island, Horry County",Swimming,F,,Left hand injured,N,,Shark involvement not confirmed
1907,03-Sep-2001,2001.0,Unprovoked,USA,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",Swimming ,M,28,FATAL,Y,18h00,A large white shark was filmed by divers on a local wreck 2 days prior to the incident.
1908,03-Sep-2001,2001.0,Unprovoked,USA,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",Swimming,F,23,Left buttock & foot  severed,N,18h00,A large white shark was filmed by divers on a local wreck 2 days prior to the incident.
1909,02-Sep-2001,2001.0,Unprovoked,USA,Florida,"Mayport Naval Station, Jacksonville, Duval Country",Wading,M,20,Right calf lacerated,N,Afternoon,1.5 m [5'] shark
1910,01-Sep-2001,2001.0,Unprovoked,USA,Virginia,"Sandbridge Beach, Princess Anne County",Swimming ,M,10,"FATAL, thigh bitten ",Y,18h00,bull shark
1912,29-Aug-2001,2001.0,Unprovoked,USA,Florida,"Coquina Beach, Anna Maria Island, Manatee County",Standing,F,29,Punctures & lacerations on elbow & forearm,N,13h30,
1913,27-Aug-2001,2001.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,M,69,Heel lacerated,N,16h20,
1914,26-Aug-2001,2001.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Boogie Boarding,M,18,Thigh & foot bitten,N,16h00,
1915,25-Aug-2001,2001.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Boogie Boarding,M,18,Upper left thigh & right foot bitten,N,14h00,
1916,22-Aug-2001,2001.0,Unprovoked,USA,Florida,"Daytona, Volusia County ",Surfing,M,17,Foot lacerated,N,16h20,a small shark
1917,21-Aug-2001,2001.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,27,Thigh lacerated,N,16h00,
1918,19-Aug-2001,2001.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,32,Cuts on right foot,N,13h14,
1919,19-Aug-2001,2001.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,F,17,Lacerations to lower leg,N,13h06,
1920,19-Aug-2001,2001.0,Unprovoked,USA,Florida,"Wilbur-by-the-Sea, Volusia County",Surfing,F,17,Left foot lacerated,N,11h20,
1921,18-Aug-2001,2001.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,20,Cuts on right foot,N,12h30,Possibly  a blacktip or spinner shark
1922,18-Aug-2001,2001.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,19,Back of left hand gashed,N,12h05,"3' shark, possibly  a blacktip or spinner shark"
1923,18-Aug-2001,2001.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,19,Left ankle bitten,N,10h00,"Blacktip shark, 5' to 6' "
1926,05-Aug-2001,2001.0,Unprovoked,USA,South Carolina,"Near 70th Avenue, Myrtle Beach, Horry County",,F,,Toe bitten,N,,
1929,26-Jul-2001,2001.0,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",,F,,Survived,N,,
1930,25-Jul-2001,2001.0,Unprovoked,USA,Florida,"Taverniier, Monroe County",,M,,Minor injury,N,16h00,
